Region,AGS,date,Deutsche,Ausländer,Auslaender_Anteil
66285 Schipkau,12066285,2015-12-31,6680.0,133.0,0.019521503008953472
66292 Schwarzbach,12066292,2015-12-31,668.0,3.0,0.004470938897168405
"66296 Schwarzheide, Stadt",12066296,2015-12-31,5702.0,93.0,0.016048317515099223
"66304 Senftenberg, Stadt",12066304,2015-12-31,23764.0,861.0,0.03496446700507614
66316 Tettau,12066316,2015-12-31,788.0,1.0,0.0012674271229404308
"66320 Vetschau/Spreewald, Stadt",12066320,2015-12-31,8044.0,263.0,0.031660045744552785
67024 Bad Saarow,12067024,2015-12-31,5070.0,181.0,0.034469624833365076
"67036 Beeskow, Stadt",12067036,2015-12-31,7803.0,319.0,0.039276040384141835
67040 Berkenbrück,12067040,2015-12-31,983.0,15.0,0.01503006012024048
67072 Briesen (Mark),12067072,2015-12-31,2759.0,47.0,0.01674982181040627
67076 Brieskow-Finkenheerd,12067076,2015-12-31,2286.0,34.0,0.014655172413793103
67112 Diensdorf-Radlow,12067112,2015-12-31,553.0,11.0,0.01950354609929078
"67120 Eisenhüttenstadt, Stadt",12067120,2015-12-31,24910.0,5506.0,0.18102314571278275
"67124 Erkner, Stadt",12067124,2015-12-31,11478.0,190.0,0.016283853273911554
"67137 Friedland, Stadt",12067137,2015-12-31,2995.0,22.0,0.007292011932383162
"67144 Fürstenwalde/Spree, Stadt",12067144,2015-12-31,29448.0,2293.0,0.07224095019060521
67173 Gosen-Neu Zittau,12067173,2015-12-31,3004.0,51.0,0.01669394435351882
67180 Groß Lindow,12067180,2015-12-31,1722.0,12.0,0.006920415224913495
67201 Grünheide (Mark),12067201,2015-12-31,8170.0,157.0,0.018854329290260596
67205 Grunow-Dammendorf,12067205,2015-12-31,497.0,4.0,0.007984031936127744
67237 Jacobsdorf,12067237,2015-12-31,1834.0,29.0,0.015566290928609769
67288 Langewahl,12067288,2015-12-31,834.0,16.0,0.018823529411764704
67292 Lawitz,12067292,2015-12-31,601.0,1.0,0.0016611295681063123
67310 Madlitz-Wilmersdorf,12067310,2015-12-31,,,
67324 Mixdorf,12067324,2015-12-31,899.0,7.0,0.00772626931567329
"67336 Müllrose, Stadt",12067336,2015-12-31,4487.0,79.0,0.0173017958826106
67338 Neißemünde,12067338,2015-12-31,1580.0,30.0,0.018633540372670808
67357 Neuzelle,12067357,2015-12-31,4200.0,102.0,0.023709902370990237
67397 Ragow-Merz,12067397,2015-12-31,509.0,7.0,0.013565891472868217
67408 Rauen,12067408,2015-12-31,1968.0,11.0,0.0055583628094997475
67413 Reichenwalde,12067413,2015-12-31,1098.0,17.0,0.015246636771300448
67426 Rietz-Neuendorf,12067426,2015-12-31,4091.0,33.0,0.008001939864209506
67438 Schlaubetal,12067438,2015-12-31,1806.0,9.0,0.0049586776859504135
67440 Schöneiche bei Berlin,12067440,2015-12-31,12036.0,275.0,0.02233774673056616
67458 Siehdichum,12067458,2015-12-31,1502.0,20.0,0.013140604467805518
67469 Spreenhagen,12067469,2015-12-31,3190.0,39.0,0.012078042737689688
67473 Steinhöfel,12067473,2015-12-31,4315.0,159.0,0.03553866785873938
"67481 Storkow (Mark), Stadt",12067481,2015-12-31,8718.0,302.0,0.03348115299334811
67493 Tauche,12067493,2015-12-31,3848.0,27.0,0.006967741935483871
67508 Vogelsang,12067508,2015-12-31,735.0,,
67520 Wendisch Rietz,12067520,2015-12-31,1499.0,32.0,0.020901371652514697
67528 Wiesenau,12067528,2015-12-31,1264.0,6.0,0.004724409448818898
67544 Woltersdorf,12067544,2015-12-31,8002.0,90.0,0.011122095897182402
67552 Ziltendorf,12067552,2015-12-31,1555.0,15.0,0.009554140127388535
68052 Breddin,12068052,2015-12-31,897.0,11.0,0.012114537444933921
68072 Dabergotz,12068072,2015-12-31,599.0,,
68109 Dreetz,12068109,2015-12-31,1142.0,15.0,0.01296456352636128
68117 Fehrbellin,12068117,2015-12-31,8518.0,311.0,0.035224827273756934
68181 Heiligengrabe,12068181,2015-12-31,4414.0,27.0,0.006079711776626886
68188 Herzberg (Mark),12068188,2015-12-31,627.0,3.0,0.004761904761904762
"68264 Kyritz, Stadt",12068264,2015-12-31,8962.0,138.0,0.015164835164835164
"68280 Lindow (Mark), Stadt",12068280,2015-12-31,2928.0,38.0,0.012811867835468645
68306 Märkisch Linden,12068306,2015-12-31,1169.0,9.0,0.007640067911714771
"68320 Neuruppin, Stadt",12068320,2015-12-31,29843.0,872.0,0.028390037440989745
"68324 Neustadt (Dosse), Stadt",12068324,2015-12-31,3339.0,96.0,0.02794759825327511
"68353 Rheinsberg, Stadt",12068353,2015-12-31,7820.0,333.0,0.04084386115540292
68372 Rüthnick,12068372,2015-12-31,474.0,5.0,0.010438413361169102
68409 Sieversdorf-Hohenofen,12068409,2015-12-31,703.0,3.0,0.00424929178470255
68413 Storbeck-Frankendorf,12068413,2015-12-31,478.0,,
68417 Stüdenitz-Schönermark,12068417,2015-12-31,575.0,3.0,0.005190311418685121
68425 Temnitzquell,12068425,2015-12-31,748.0,8.0,0.010582010582010581
68426 Temnitztal,12068426,2015-12-31,1437.0,24.0,0.01642710472279261
68437 Vielitzsee,12068437,2015-12-31,453.0,10.0,0.02159827213822894
68452 Walsleben,12068452,2015-12-31,807.0,5.0,0.006157635467980296
"68468 Wittstock/Dosse, Stadt",12068468,2015-12-31,14146.0,234.0,0.016272600834492352
68477 Wusterhausen/Dosse,12068477,2015-12-31,5751.0,262.0,0.04357226010310993
68501 Zernitz-Lohm,12068501,2015-12-31,863.0,10.0,0.011454753722794959
"69017 Beelitz, Stadt",12069017,2015-12-31,11665.0,456.0,0.03762065836152133
69018 Beetzsee,12069018,2015-12-31,2464.0,48.0,0.01910828025477707
69019 Beetzseeheide,12069019,2015-12-31,632.0,43.0,0.0637037037037037
"69020 Bad Belzig, Stadt",12069020,2015-12-31,10587.0,533.0,0.04793165467625899
69028 Bensdorf,12069028,2015-12-31,1226.0,9.0,0.0072874493927125505
69052 Borkheide,12069052,2015-12-31,1898.0,26.0,0.013513513513513514
69056 Borkwalde,12069056,2015-12-31,1470.0,26.0,0.017379679144385027
"69076 Brück, Stadt",12069076,2015-12-31,3627.0,468.0,0.11428571428571428
69089 Buckautal,12069089,2015-12-31,471.0,21.0,0.042682926829268296
69216 Golzow,12069216,2015-12-31,1295.0,12.0,0.009181331293037491
69224 Görzke,12069224,2015-12-31,1210.0,30.0,0.024193548387096774
69232 Gräben,12069232,2015-12-31,530.0,1.0,0.0018832391713747645
69249 Groß Kreutz (Havel),12069249,2015-12-31,7955.0,178.0,0.02188614287470798
"69270 Havelsee, Stadt",12069270,2015-12-31,3198.0,36.0,0.011131725417439703
69304 Kleinmachnow,12069304,2015-12-31,19721.0,934.0,0.045219075284434765
69306 Kloster Lehnin,12069306,2015-12-31,10475.0,245.0,0.0228544776119403
69345 Linthe,12069345,2015-12-31,894.0,34.0,0.036637931034482756
69397 Michendorf,12069397,2015-12-31,11963.0,215.0,0.017654787321399246
69402 Mühlenfließ,12069402,2015-12-31,914.0,7.0,0.00760043431053203
"69448 Niemegk, Stadt",12069448,2015-12-31,1963.0,43.0,0.02143569292123629
69454 Nuthetal,12069454,2015-12-31,8809.0,121.0,0.013549832026875699
69460 Päwesin,12069460,2015-12-31,517.0,14.0,0.026365348399246705
69470 Planebruch,12069470,2015-12-31,1032.0,10.0,0.009596928982725527
69474 Planetal,12069474,2015-12-31,946.0,13.0,0.013555787278415016
69485 Rabenstein/Fläming,12069485,2015-12-31,818.0,2.0,0.0024390243902439024
69537 Rosenau,12069537,2015-12-31,909.0,24.0,0.02572347266881029
69541 Roskow,12069541,2015-12-31,1178.0,11.0,0.009251471825063078
69590 Schwielowsee,12069590,2015-12-31,10252.0,242.0,0.023060796645702306
69596 Seddiner See,12069596,2015-12-31,4136.0,213.0,0.04897677627040699
69604 Stahnsdorf,12069604,2015-12-31,14459.0,668.0,0.044159449990083956
"69616 Teltow, Stadt",12069616,2015-12-31,23632.0,1851.0,0.07263665973394028
"69632 Treuenbrietzen, Stadt",12069632,2015-12-31,7296.0,83.0,0.011248136603875863
69648 Wenzlow,12069648,2015-12-31,534.0,1.0,0.001869158878504673
"69656 Werder (Havel), Stadt",12069656,2015-12-31,24129.0,727.0,0.029248471194077887
69665 Wiesenburg/Mark,12069665,2015-12-31,4324.0,96.0,0.02171945701357466
69680 Wollin,12069680,2015-12-31,857.0,3.0,0.0034883720930232558
69688 Wusterwitz,12069688,2015-12-31,3009.0,20.0,0.006602839220864972
"69696 Ziesar, Stadt",12069696,2015-12-31,2373.0,78.0,0.03182374541003672
"70008 Bad Wilsnack, Stadt",12070008,2015-12-31,2503.0,55.0,0.02150117279124316
70028 Berge,12070028,2015-12-31,741.0,29.0,0.03766233766233766
70052 Breese,12070052,2015-12-31,1459.0,22.0,0.014854827819041188
70060 Cumlosen,12070060,2015-12-31,733.0,1.0,0.0013623978201634877
70096 Gerdshagen,12070096,2015-12-31,503.0,2.0,0.0039603960396039604
70125 Groß Pankow (Prignitz),12070125,2015-12-31,3855.0,100.0,0.025284450063211124
70145 Gülitz-Reetz,12070145,2015-12-31,473.0,6.0,0.012526096033402923
70149 Gumtow,12070149,2015-12-31,3386.0,52.0,0.015125072716695753
70153 Halenbeck-Rohlsdorf,12070153,2015-12-31,544.0,2.0,0.003663003663003663
70173 Karstädt,12070173,2015-12-31,5867.0,116.0,0.019388266755808122
70222 Kümmernitztal,12070222,2015-12-31,368.0,3.0,0.008086253369272238
70236 Lanz,12070236,2015-12-31,740.0,5.0,0.006711409395973154
70241 Legde/Quitzöbel,12070241,2015-12-31,619.0,,
"70244 Lenzen (Elbe), Stadt",12070244,2015-12-31,2178.0,41.0,0.018476791347453808
70246 Lenzerwische,12070246,2015-12-31,459.0,7.0,0.015021459227467811
70266 Marienfließ,12070266,2015-12-31,702.0,10.0,0.014044943820224719
"70280 Meyenburg, Stadt",12070280,2015-12-31,2075.0,49.0,0.023069679849340868
"70296 Perleberg, Stadt",12070296,2015-12-31,11502.0,702.0,0.05752212389380531
70300 Pirow,12070300,2015-12-31,449.0,11.0,0.02391304347826087
70302 Plattenburg,12070302,2015-12-31,3359.0,54.0,0.01582185760328157
"70316 Pritzwalk, Stadt",12070316,2015-12-31,11684.0,238.0,0.01996309344069787
"70325 Putlitz, Stadt",12070325,2015-12-31,2658.0,79.0,0.0288637194008038
70348 Rühstädt,12070348,2015-12-31,459.0,2.0,0.004338394793926247
70393 Triglitz,12070393,2015-12-31,481.0,5.0,0.0102880658436214
70416 Weisen,12070416,2015-12-31,972.0,7.0,0.007150153217568948
"70424 Wittenberge, Stadt",12070424,2015-12-31,16612.0,594.0,0.03452284086946414
71028 Briesen,12071028,2015-12-31,762.0,5.0,0.00651890482398957
71032 Burg (Spreewald),12071032,2015-12-31,4283.0,55.0,0.012678653757491932
71041 Dissen-Striesow,12071041,2015-12-31,1005.0,1.0,0.0009940357852882703
"71044 Döbern, Stadt",12071044,2015-12-31,3246.0,50.0,0.01516990291262136
71052 Drachhausen,12071052,2015-12-31,812.0,4.0,0.004901960784313725
"71057 Drebkau, Stadt",12071057,2015-12-31,5595.0,31.0,0.005510131532172059
71060 Drehnow,12071060,2015-12-31,548.0,2.0,0.0036363636363636364
71074 Felixsee,12071074,2015-12-31,1911.0,9.0,0.0046875
"71076 Forst (Lausitz), Stadt",12071076,2015-12-31,17893.0,880.0,0.0468758323123635
71153 Groß Schacksdorf-Simmersdorf,12071153,2015-12-31,1212.0,21.0,0.0170316301703163
"71160 Guben, Stadt",12071160,2015-12-31,16417.0,1199.0,0.06806312443233424
71164 Guhrow,12071164,2015-12-31,510.0,4.0,0.007782101167315175
71176 Heinersbrück,12071176,2015-12-31,595.0,7.0,0.011627906976744186
71189 Jämlitz-Klein Düben,12071189,2015-12-31,478.0,4.0,0.008298755186721992
71193 Jänschwalde,12071193,2015-12-31,1503.0,32.0,0.020846905537459284
71244 Kolkwitz,12071244,2015-12-31,9053.0,94.0,0.010276593418607193
71294 Neiße-Malxetal,12071294,2015-12-31,1648.0,9.0,0.005431502715751358
71301 Neuhausen/Spree,12071301,2015-12-31,4977.0,20.0,0.0040024014408645186
"71304 Peitz, Stadt",12071304,2015-12-31,4242.0,203.0,0.04566929133858268
71337 Schenkendöbern,12071337,2015-12-31,3630.0,32.0,0.008738394320043691
71341 Schmogrow-Fehrow,12071341,2015-12-31,811.0,2.0,0.0024600246002460025
"71372 Spremberg, Stadt",12071372,2015-12-31,22380.0,438.0,0.019195372074677888
71384 Tauer,12071384,2015-12-31,699.0,10.0,0.014104372355430184
71386 Teichland,12071386,2015-12-31,1142.0,8.0,0.006956521739130435
71392 Tschernitz,12071392,2015-12-31,1265.0,6.0,0.004720692368214005
71401 Turnow-Preilack,12071401,2015-12-31,1145.0,9.0,0.00779896013864818
"71408 Welzow, Stadt",12071408,2015-12-31,3606.0,39.0,0.010699588477366255
71412 Werben,12071412,2015-12-31,1695.0,8.0,0.004697592483852026
71414 Wiesengrund,12071414,2015-12-31,1380.0,10.0,0.007194244604316547
72002 Am Mellensee,12072002,2015-12-31,6480.0,148.0,0.022329511164755584
"72014 Baruth/Mark, Stadt",12072014,2015-12-31,4084.0,62.0,0.014954172696575013
72017 Blankenfelde-Mahlow,12072017,2015-12-31,25469.0,850.0,0.032296059880694554
"72053 Dahme/Mark, Stadt",12072053,2015-12-31,5016.0,57.0,0.011235955056179775
72055 Dahmetal,12072055,2015-12-31,473.0,15.0,0.030737704918032786
72120 Großbeeren,12072120,2015-12-31,7870.0,528.0,0.06287211240771612
72157 Ihlow,12072157,2015-12-31,702.0,3.0,0.00425531914893617
"72169 Jüterbog, Stadt",12072169,2015-12-31,11926.0,388.0,0.031508851713496835
"72232 Luckenwalde, Stadt",12072232,2015-12-31,19327.0,1031.0,0.05064348167796444
"72240 Ludwigsfelde, Stadt",12072240,2015-12-31,23753.0,1277.0,0.051018777467039554
72297 Niedergörsdorf,12072297,2015-12-31,5880.0,204.0,0.03353057199211045
72298 Niederer Fläming,12072298,2015-12-31,3083.0,77.0,0.024367088607594938
72312 Nuthe-Urstromtal,12072312,2015-12-31,6382.0,321.0,0.04788900492316873
72340 Rangsdorf,12072340,2015-12-31,10607.0,241.0,0.022216076696165193
"72426 Trebbin, Stadt",12072426,2015-12-31,9209.0,185.0,0.019693421332765595
"72477 Zossen, Stadt",12072477,2015-12-31,17483.0,422.0,0.023568835520804243
"73008 Angermünde, Stadt",12073008,2015-12-31,13527.0,278.0,0.02013763129300978
73032 Berkholz-Meyenburg,12073032,2015-12-31,1254.0,3.0,0.002386634844868735
73069 Boitzenburger Land,12073069,2015-12-31,3124.0,89.0,0.027699968876439465
"73085 Brüssow, Stadt",12073085,2015-12-31,1728.0,148.0,0.07889125799573561
73093 Carmzow-Wallmow,12073093,2015-12-31,624.0,10.0,0.015772870662460567
73097 Casekow,12073097,2015-12-31,1729.0,164.0,0.08663497094558902
73157 Flieth-Stegelitz,12073157,2015-12-31,540.0,6.0,0.01098901098901099
"73189 Gartz (Oder), Stadt",12073189,2015-12-31,2179.0,299.0,0.12066182405165456
73201 Gerswalde,12073201,2015-12-31,1591.0,13.0,0.008104738154613466
73216 Göritz,12073216,2015-12-31,773.0,7.0,0.008974358974358974
73225 Gramzow,12073225,2015-12-31,1874.0,27.0,0.014203051025775907
73261 Grünow,12073261,2015-12-31,925.0,16.0,0.01700318809776833
73309 Hohenselchow-Groß Pinnow,12073309,2015-12-31,734.0,83.0,0.10159118727050184
"73384 Lychen, Stadt",12073384,2015-12-31,3081.0,54.0,0.01722488038277512
73386 Mark Landin,12073386,2015-12-31,1001.0,13.0,0.01282051282051282
73393 Mescherin,12073393,2015-12-31,598.0,188.0,0.23918575063613232
73396 Milmersdorf,12073396,2015-12-31,1452.0,14.0,0.009549795361527967
73404 Mittenwalde,12073404,2015-12-31,362.0,10.0,0.026881720430107527
73429 Nordwestuckermark,12073429,2015-12-31,4231.0,57.0,0.013292910447761194
73430 Oberuckersee,12073430,2015-12-31,1685.0,13.0,0.0076560659599528855
73440 Pinnow,12073440,2015-12-31,843.0,10.0,0.011723329425556858
"73452 Prenzlau, Stadt",12073452,2015-12-31,18511.0,764.0,0.039636835278858626
73458 Randowtal,12073458,2015-12-31,902.0,30.0,0.032188841201716736
73490 Schenkenberg,12073490,2015-12-31,589.0,11.0,0.018333333333333333
73505 Schöneberg,12073505,2015-12-31,834.0,17.0,0.0199764982373678
73520 Schönfeld,12073520,2015-12-31,585.0,30.0,0.04878048780487805
"73532 Schwedt/Oder, Stadt",12073532,2015-12-31,29204.0,1058.0,0.034961337651179696
73565 Tantow,12073565,2015-12-31,610.0,153.0,0.20052424639580602
73569 Temmen-Ringenwalde,12073569,2015-12-31,534.0,14.0,0.025547445255474453
"73572 Templin, Stadt",12073572,2015-12-31,15866.0,201.0,0.012510113898051907
73578 Uckerfelde,12073578,2015-12-31,883.0,65.0,0.06856540084388185
73579 Uckerland,12073579,2015-12-31,2718.0,22.0,0.008029197080291971
73603 Passow,12073603,2015-12-31,1450.0,23.0,0.015614392396469789
73645 Zichow,12073645,2015-12-31,576.0,7.0,0.012006861063464836
1100000 Berlin,11000000,2013-12-31,2962732.0,459097.0,0.13416713693174032
Brandenburg,120Brand,2013-12-31,2393631.0,55562.0,0.02268583978477809
"51000 Brandenburg an der Havel, Stadt",12051000,2013-12-31,69516.0,1516.0,0.021342493524045502
"52000 Cottbus, Stadt",12052000,2013-12-31,95869.0,3726.0,0.03741151664240173
"53000 Frankfurt (Oder), Stadt",12053000,2013-12-31,54962.0,3056.0,0.05267330828363611
"54000 Potsdam, Stadt",12054000,2013-12-31,154120.0,7348.0,0.04550746897218025
60005 Ahrensfelde,12060005,2013-12-31,12618.0,151.0,0.011825514918944319
60012 Althüttendorf,12060012,2013-12-31,607.0,161.0,0.20963541666666666
"60020 Bernau bei Berlin, Stadt",12060020,2013-12-31,34878.0,1344.0,0.0371045221136326
"60024 Biesenthal, Stadt",12060024,2013-12-31,5485.0,79.0,0.014198418404025881
60034 Breydin,12060034,2013-12-31,805.0,2.0,0.0024783147459727386
60036 Britz,12060036,2013-12-31,2139.0,9.0,0.004189944134078212
60045 Chorin,12060045,2013-12-31,2251.0,24.0,0.01054945054945055
"60052 Eberswalde, Stadt",12060052,2013-12-31,38011.0,833.0,0.021444753372464216
60068 Friedrichswalde,12060068,2013-12-31,822.0,2.0,0.0024271844660194173
60092 Hohenfinow,12060092,2013-12-31,510.0,2.0,0.00390625
"60100 Joachimsthal, Stadt",12060100,2013-12-31,3278.0,97.0,0.02874074074074074
60128 Liepe,12060128,2013-12-31,662.0,15.0,0.022156573116691284
60149 Lunow-Stolzenhagen,12060149,2013-12-31,1179.0,17.0,0.014214046822742474
60154 Marienwerder,12060154,2013-12-31,1740.0,22.0,0.012485811577752554
60161 Melchow,12060161,2013-12-31,934.0,3.0,0.0032017075773745998
60172 Niederfinow,12060172,2013-12-31,624.0,4.0,0.006369426751592357
"60176 Oderberg, Stadt",12060176,2013-12-31,2127.0,16.0,0.007466168922071862
60181 Panketal,12060181,2013-12-31,19148.0,278.0,0.014310717594975805
60185 Parsteinsee,12060185,2013-12-31,510.0,33.0,0.06077348066298342
60192 Rüdnitz,12060192,2013-12-31,1928.0,27.0,0.01381074168797954
60198 Schorfheide,12060198,2013-12-31,9677.0,70.0,0.007181696932389453
60250 Sydower Fließ,12060250,2013-12-31,852.0,11.0,0.012746234067207415
60269 Wandlitz,12060269,2013-12-31,20713.0,499.0,0.023524420139543655
"60280 Werneuchen, Stadt",12060280,2013-12-31,7974.0,122.0,0.015069169960474308
60296 Ziethen,12060296,2013-12-31,450.0,11.0,0.02386117136659436
61005 Alt Zauche-Wußwerk,12061005,2013-12-31,509.0,6.0,0.011650485436893204
61017 Bersteland,12061017,2013-12-31,899.0,3.0,0.0033259423503325942
61020 Bestensee,12061020,2013-12-31,6739.0,121.0,0.01763848396501458
61061 Byhleguhre-Byhlen,12061061,2013-12-31,762.0,1.0,0.001310615989515072
61097 Drahnsdorf,12061097,2013-12-31,587.0,1.0,0.0017006802721088435
61112 Eichwalde,12061112,2013-12-31,6250.0,109.0,0.017141059915080987
"61164 Golßen, Stadt",12061164,2013-12-31,2515.0,17.0,0.006714060031595577
61192 Groß Köris,12061192,2013-12-31,2184.0,25.0,0.011317338162064282
61216 Halbe,12061216,2013-12-31,2125.0,25.0,0.011627906976744186
61217 Heidesee,12061217,2013-12-31,6765.0,99.0,0.014423076923076924
61219 Heideblick,12061219,2013-12-31,3644.0,35.0,0.009513454743136722
61224 Jamlitz,12061224,2013-12-31,549.0,4.0,0.007233273056057866
61244 Kasel-Golzig,12061244,2013-12-31,665.0,20.0,0.029197080291970802
"61260 Königs Wusterhausen, Stadt",12061260,2013-12-31,33091.0,1149.0,0.033557242990654206
61265 Krausnick-Groß Wasserburg,12061265,2013-12-31,583.0,6.0,0.010186757215619695
"61308 Lieberose, Stadt",12061308,2013-12-31,1410.0,6.0,0.00423728813559322
"61316 Lübben (Spreewald), Stadt",12061316,2013-12-31,13564.0,143.0,0.010432625665718245
"61320 Luckau, Stadt",12061320,2013-12-31,9476.0,134.0,0.013943808532778356
"61328 Märkisch Buchholz, Stadt",12061328,2013-12-31,756.0,13.0,0.016905071521456438
61329 Märkische Heide,12061329,2013-12-31,3977.0,25.0,0.00624687656171914
"61332 Mittenwalde, Stadt",12061332,2013-12-31,8605.0,129.0,0.014769864895809481
61344 Münchehofe,12061344,2013-12-31,471.0,6.0,0.012578616352201259
61352 Neu Zauche,12061352,2013-12-31,1123.0,5.0,0.004432624113475178
61405 Rietzneuendorf-Staakow,12061405,2013-12-31,607.0,19.0,0.03035143769968051
61428 Schlepzig,12061428,2013-12-31,603.0,7.0,0.011475409836065573
61433 Schönefeld,12061433,2013-12-31,12689.0,1071.0,0.07783430232558139
61435 Schönwald,12061435,2013-12-31,1133.0,11.0,0.009615384615384616
61444 Schulzendorf,12061444,2013-12-31,7557.0,76.0,0.00995676667103367
61448 Schwerin,12061448,2013-12-31,783.0,9.0,0.011363636363636364
61450 Schwielochsee,12061450,2013-12-31,1551.0,5.0,0.003213367609254499
61470 Spreewaldheide,12061470,2013-12-31,483.0,2.0,0.004123711340206186
61471 Steinreich,12061471,2013-12-31,513.0,23.0,0.04291044776119403
61476 Straupitz,12061476,2013-12-31,985.0,6.0,0.006054490413723511
"61492 Teupitz, Stadt",12061492,2013-12-31,1763.0,22.0,0.012324929971988795
61510 Unterspreewald,12061510,2013-12-31,850.0,5.0,0.005847953216374269
61540 Wildau,12061540,2013-12-31,9556.0,322.0,0.03259769184045353
61572 Zeuthen,12061572,2013-12-31,10598.0,213.0,0.019702155212283787
"62024 Bad Liebenwerda, Stadt",12062024,2013-12-31,9432.0,54.0,0.0056925996204933585
62088 Crinitz,12062088,2013-12-31,1234.0,4.0,0.0032310177705977385
"62092 Doberlug-Kirchhain, Stadt",12062092,2013-12-31,8715.0,44.0,0.005023404498230391
"62124 Elsterwerda, Stadt",12062124,2013-12-31,8171.0,116.0,0.013997827923253289
"62128 Falkenberg/Elster, Stadt",12062128,2013-12-31,6509.0,52.0,0.007925621094345374
62134 Fichtwald,12062134,2013-12-31,671.0,14.0,0.020437956204379562
"62140 Finsterwalde, Stadt",12062140,2013-12-31,16330.0,231.0,0.013948433065636133
62177 Gorden-Staupitz,12062177,2013-12-31,985.0,2.0,0.002026342451874367
62196 Gröden,12062196,2013-12-31,1400.0,1.0,0.0007137758743754461
62208 Großthiemig,12062208,2013-12-31,1088.0,4.0,0.003663003663003663
62219 Heideland,12062219,2013-12-31,555.0,2.0,0.003590664272890485
"62224 Herzberg (Elster), Stadt",12062224,2013-12-31,9046.0,115.0,0.012553214714550813
62232 Hirschfeld,12062232,2013-12-31,1321.0,,
62237 Hohenbucko,12062237,2013-12-31,661.0,2.0,0.0030165912518853697
62240 Hohenleipisch,12062240,2013-12-31,1977.0,112.0,0.053614169459071326
62282 Kremitzaue,12062282,2013-12-31,827.0,3.0,0.0036144578313253013
62289 Lebusa,12062289,2013-12-31,784.0,5.0,0.0063371356147021544
62293 Lichterfeld-Schacksdorf,12062293,2013-12-31,979.0,4.0,0.004069175991861648
62333 Massen-Niederlausitz,12062333,2013-12-31,2010.0,7.0,0.0034705007436787306
62336 Merzdorf,12062336,2013-12-31,861.0,1.0,0.001160092807424594
"62341 Mühlberg/Elbe, Stadt",12062341,2013-12-31,3955.0,14.0,0.003527336860670194
62372 Plessa,12062372,2013-12-31,2783.0,8.0,0.002866356144750985
62410 Röderland,12062410,2013-12-31,4056.0,16.0,0.003929273084479371
62417 Rückersdorf,12062417,2013-12-31,1455.0,11.0,0.007503410641200546
62425 Sallgast,12062425,2013-12-31,1484.0,7.0,0.004694835680751174
62440 Schilda,12062440,2013-12-31,496.0,,
"62445 Schlieben, Stadt",12062445,2013-12-31,2550.0,14.0,0.00546021840873635
62453 Schönborn,12062453,2013-12-31,1566.0,27.0,0.01694915254237288
"62461 Schönewalde, Stadt",12062461,2013-12-31,3145.0,19.0,0.0060050568900126425
62464 Schraden,12062464,2013-12-31,527.0,4.0,0.007532956685499058
"62469 Sonnewalde, Stadt",12062469,2013-12-31,3346.0,13.0,0.003870199464126228
62492 Tröbitz,12062492,2013-12-31,728.0,6.0,0.008174386920980926
"62500 Uebigau-Wahrenbrück, Stadt",12062500,2013-12-31,5583.0,15.0,0.0026795284030010718
63036 Brieselang,12063036,2013-12-31,10842.0,157.0,0.014274024911355578
63056 Dallgow-Döberitz,12063056,2013-12-31,8749.0,240.0,0.026699299143397484
"63080 Falkensee, Stadt",12063080,2013-12-31,40189.0,1069.0,0.025910126520917155
"63088 Friesack, Stadt",12063088,2013-12-31,2459.0,24.0,0.009665726943213854
63094 Gollenberg,12063094,2013-12-31,428.0,1.0,0.002331002331002331
63112 Großderschau,12063112,2013-12-31,451.0,2.0,0.004415011037527594
63134 Havelaue,12063134,2013-12-31,875.0,10.0,0.011299435028248588
63142 Wiesenaue,12063142,2013-12-31,745.0,5.0,0.006666666666666667
"63148 Ketzin/Havel, Stadt",12063148,2013-12-31,6300.0,89.0,0.013930192518390984
63161 Kleßen-Görne,12063161,2013-12-31,352.0,2.0,0.005649717514124294
63165 Kotzen,12063165,2013-12-31,575.0,2.0,0.0034662045060658577
63186 Märkisch Luch,12063186,2013-12-31,1246.0,12.0,0.009538950715421303
63189 Milower Land,12063189,2013-12-31,4307.0,18.0,0.004161849710982659
63202 Mühlenberge,12063202,2013-12-31,706.0,4.0,0.005633802816901409
"63208 Nauen, Stadt",12063208,2013-12-31,16243.0,373.0,0.022448242657679345
63212 Nennhausen,12063212,2013-12-31,1883.0,12.0,0.0063324538258575196
63228 Paulinenaue,12063228,2013-12-31,1189.0,9.0,0.007512520868113523
63240 Pessin,12063240,2013-12-31,642.0,2.0,0.003105590062111801
"63244 Premnitz, Stadt",12063244,2013-12-31,8410.0,4.0,0.0004753981459472308
"63252 Rathenow, Stadt",12063252,2013-12-31,23639.0,525.0,0.021726535341830822
63256 Retzow,12063256,2013-12-31,523.0,6.0,0.011342155009451797
"63260 Rhinow, Stadt",12063260,2013-12-31,1615.0,25.0,0.01524390243902439
63273 Schönwalde-Glien,12063273,2013-12-31,8915.0,193.0,0.02119016249451032
63274 Seeblick,12063274,2013-12-31,915.0,4.0,0.004352557127312296
63293 Stechow-Ferchesar,12063293,2013-12-31,865.0,12.0,0.013683010262257697
63357 Wustermark,12063357,2013-12-31,7869.0,142.0,0.017725627262514042
64009 Alt Tucheband,12064009,2013-12-31,778.0,12.0,0.015189873417721518
"64029 Altlandsberg, Stadt",12064029,2013-12-31,8721.0,173.0,0.019451315493591186
