Stimmart_,"Gemeinde-
schlüssel
—
Wahlkreis-
nummer_","Land - Landkreis / kfr. Stadt - Amt - Gemeinde
—
Wahlkreis_",Name_,Wahlberechtigte insgesamt_Anzahl,Wahlberechtigte A1_,Wahlberechtigte A2_,Wahlberechtigte A3_,Wähler_,"Wahl-
beteiligung_%",Ungültige Stimmen_Anzahl,"Gültige
Stimmen_",SPD_,SPD_%_2019,CDU_Anzahl_2019,CDU_%_2019,DIE LINKE_Anzahl_2019,DIE LINKE_%_2019,AfD_Anzahl_2019,AfD_%_2019,GRÜNE/B 90_Anzahl_2019,GRÜNE/B 90_%_2019,BVB / FREIE WÄHLER_Anzahl_2019,BVB / FREIE WÄHLER_%_2019,PIRATEN_Anzahl_2019,PIRATEN_%_2019,FDP_Anzahl_2019,FDP_%_2019,ÖDP_Anzahl,ÖDP_%,Tierschutzpartei_Anzahl,Tierschutzpartei_%,V-Partei³_Anzahl,V-Partei³_%,AGS,AfD_%_2014,AfD_Anzahl_2014,BVB / FREIE WÄHLER_%_2014,BVB / FREIE WÄHLER_Anzahl_2014,CDU_%_2014,CDU_Anzahl_2014,DIE LINKE_%_2014,DIE LINKE_Anzahl_2014,DKP_%,DKP_Anzahl,FDP_%_2014,FDP_Anzahl_2014,GRÜNE/B 90_%_2014,GRÜNE/B 90_Anzahl_2014,Gemeindename_,Gemeindename_gesamt,Gemeindenummer_,Gültige Stimmen_%,Gültige Stimmen_Anzahl,NPD_%,NPD_Anzahl,PIRATEN_%_2014,PIRATEN_Anzahl_2014,REP_%,REP_Anzahl,SPD_%_2014,SPD_Anzahl,Unnamed: 2_ausgezählt,Unnamed: 32_,Unnamed: 33_,Unnamed: 3_%,Unnamed: 4_,Unnamed: 7_%,Unnamed: 8_Anzahl,Unnamed: 9_,Verwaltungsbezik,Wahlberechtigte_%,Wahlberechtigte_Anzahl,Wähler_%,Wähler_Anzahl,Wähler_Anzahl_,Wähler_Anzahl_Anzahl,_merge,diff_afd
Zweistimme,12062464 07,amtsangehörige Gemeinde,Schraden,437,385.0,52.0,0.0,260.0,59.5,0,260.0,47.0,18.1,48,18.5,12,4.6,110,42.3,7,2.7,13,5,1,0.4,17,6.5,0,0,4,1.5,1,0.4,12062464,18,36,4.5,9,40,80,11,22,0,0,0.5,1,0.5,1,Schraden,1,62807464,,,4,8,0,0,0,0,21.5,43,1,LT14,62807464,100,LT14,44.130434782608695,3,200,,,,,,203,460,both,24.299999999999997
Zweistimme,12062134 09,amtsangehörige Gemeinde,Fichtwald,547,501.0,46.0,0.0,347.0,63.4,6,341.0,99.0,29,81,23.8,29,8.5,78,22.9,10,2.9,25,7.3,0,0,10,2.9,1,0.3,7,2.1,1,0.3,12062134,9.6,34,7.6,27,23.8,84,17.8,63,0,0,0.8,3,1.7,6,Fichtwald,3,62809134,,,4.8,17,0,0,0.6,2,33.1,117,3,LT14,62809134,100,LT14,60.70826306913997,7,353,,,,,,360,593,both,13.299999999999999
Zweistimme,12062237 09,amtsangehörige Gemeinde,Hohenbucko,546,471.0,75.0,0.0,307.0,56.2,3,304.0,69.0,22.7,76,25,31,10.2,84,27.6,15,4.9,14,4.6,1,0.3,7,2.3,1,0.3,6,2,0,0,12062237,9.5,27,13,37,31,88,9.9,28,0,0,1.4,4,1.1,3,Hohenbucko,2,62809237,,,2.8,8,0.7,2,0.4,1,30.3,86,2,LT14,62809237,100,LT14,51.41843971631206,6,284,,,,,,290,564,both,18.1
Zweistimme,12062282 09,amtsangehörige Gemeinde,Kremitzaue,714,638.0,76.0,0.0,411.0,57.6,4,407.0,133.0,32.7,68,16.7,40,9.8,101,24.8,22,5.4,14,3.4,2,0.5,12,2.9,0,0,14,3.4,1,0.2,12062282,12,42,12,42,17.4,61,12,42,0,0,0.6,2,1.7,6,Kremitzaue,3,62809282,,,0.9,3,1.1,4,0.3,1,42.2,148,3,LT14,62809282,100,LT14,48.707482993197274,7,351,,,,,,358,735,both,12.8
Zweistimme,12062289 09,amtsangehörige Gemeinde,Lebusa,665,610.0,55.0,0.0,373.0,56.1,6,367.0,91.0,24.8,60,16.3,26,7.1,123,33.5,15,4.1,24,6.5,2,0.5,16,4.4,0,0,9,2.5,1,0.3,12062289,8.6,28,18.8,61,22.2,72,13.9,45,0,0,0.9,3,1.9,6,Lebusa,3,62809289,,,3.4,11,0.6,2,0,0,29.6,96,3,LT14,62809289,100,LT14,48.06866952789699,12,324,,,,,,336,699,both,24.9
Zweistimme,12062445 09,amtsangehörige Gemeinde,"Schlieben, Stadt",2113,1807.0,306.0,0.0,1023.0,48.4,12,1011.0,276.0,27.3,182,18,87,8.6,308,30.5,31,3.1,48,4.7,8,0.8,38,3.8,4,0.4,27,2.7,2,0.2,12062445,9.3,94,14.2,144,22.1,224,15.4,156,0.1,1,1.2,12,2.1,21,"Schlieben, Stadt",7,62809445,,,3.8,38,0.9,9,0.5,5,30.4,308,7,LT14,62809445,100,LT14,46.208742194469224,24,1012,,,,,,1036,2242,both,21.2
Zweistimme,12062196 11,amtsangehörige Gemeinde,Gröden,1168,1079.0,89.0,0.0,708.0,60.6,10,698.0,114.0,16.3,209,29.9,32,4.6,290,41.5,12,1.7,15,2.1,1,0.1,12,1.7,1,0.1,12,1.7,0,0,12062196,14.5,64,2,9,36.9,163,7.9,35,0,0,0.2,1,1.1,5,Gröden,1,62811196,,,12,53,1.4,6,0.2,1,23.8,105,1,LT14,62811196,100,LT14,36.40032284100081,9,442,,,,,,451,1239,both,27.0
Zweistimme,12062208 11,amtsangehörige Gemeinde,Großthiemig,896,831.0,65.0,0.0,547.0,61,13,534.0,83.0,15.5,141,26.4,19,3.6,200,37.5,19,3.6,19,3.6,7,1.3,33,6.2,5,0.9,7,1.3,1,0.2,12062208,14.8,56,4,15,34.3,130,10.8,41,0.3,1,1.1,4,1.3,5,Großthiemig,1,62811208,,,4.7,18,0.5,2,0,0,28.2,107,1,LT14,62811208,100,LT14,40.822784810126585,8,379,,,,,,387,948,both,22.7
Zweistimme,12062232 11,amtsangehörige Gemeinde,Hirschfeld,1069,963.0,106.0,0.0,617.0,57.7,10,607.0,74.0,12.2,115,18.9,34,5.6,307,50.6,23,3.8,11,1.8,4,0.7,20,3.3,2,0.3,16,2.6,1,0.2,12062232,18.3,68,1.3,5,40.9,152,10.8,40,0,0,1.1,4,1.6,6,Hirschfeld,1,62811232,,,6.5,24,2.7,10,0,0,16.9,63,1,LT14,62811232,100,LT14,34.488888888888894,16,372,,,,,,388,1125,both,32.3
Zweistimme,12062336 11,amtsangehörige Gemeinde,Merzdorf,702,663.0,39.0,0.0,426.0,60.7,12,414.0,64.0,15.5,105,25.4,17,4.1,184,44.4,7,1.7,7,1.7,2,0.5,15,3.6,1,0.2,11,2.7,1,0.2,12062336,12.1,41,3.5,12,35.7,121,11.8,40,0.3,1,0.9,3,0.9,3,Merzdorf,1,62811336,,,11.5,39,0,0,0,0,23.3,79,1,LT14,62811336,100,LT14,45.98155467720685,10,339,,,,,,349,759,both,32.3
Zweistimme,12063036,amtsfreie Gemeinde,Brieselang,10119,8473.0,1646.0,0.0,6648.0,65.7,120,6528.0,1533.0,23.5,1124,17.2,472,7.2,1351,20.7,998,15.3,453,6.9,41,0.6,245,3.8,49,0.8,250,3.8,12,0.2,12063036,13.1,562,2.5,106,23.1,987,13.4,572,0.2,8,2.2,95,9.5,407,Brieselang,11,63036,,,2.9,122,2.2,93,0.3,14,30.7,1312,11,LT14,63036,100,LT14,46.58092175777063,68,4278,,,,,,4346,9330,both,7.6
Zweistimme,12063056,amtsfreie Gemeinde,Dallgow-Döberitz,7899,6477.0,1422.0,0.0,5307.0,67.2,47,5260.0,1166.0,22.2,1163,22.1,231,4.4,920,17.5,1025,19.5,193,3.7,52,1,281,5.3,49,0.9,163,3.1,17,0.3,12063056,11.6,413,1.7,60,32,1138,9.1,325,0.1,2,1.6,58,11.6,414,Dallgow-Döberitz,7,63056,,,1.1,39,2.1,74,0.3,10,28.8,1024,7,LT14,63056,100,LT14,49.430023348441146,42,3557,,,,,,3599,7281,both,5.9
Zweistimme,12063080,amtsfreie Gemeinde,"Falkensee, Stadt",35733,28190.0,7543.0,0.0,23787.0,66.6,246,23541.0,5461.0,23.2,4264,18.1,1517,6.4,4075,17.3,5032,21.4,773,3.3,158,0.7,1214,5.2,176,0.7,795,3.4,76,0.3,12063080,14.1,2447,1.1,184,26.7,4649,11.8,2051,0.1,26,2.1,359,14.7,2556,"Falkensee, Stadt",39,63080,,,1,181,1.7,292,0.2,34,26.6,4621,39,LT14,63080,100,LT14,51.83483536549449,200,17400,,,,,,17600,33954,both,3.200000000000001
Zweistimme,12063148,amtsfreie Gemeinde,"Ketzin/Havel, Stadt",5602,4795.0,807.0,0.0,3468.0,61.9,74,3394.0,1100.0,32.4,597,17.6,290,8.5,645,19,320,9.4,116,3.4,24,0.7,170,5,8,0.2,117,3.4,7,0.2,12063148,10.9,244,1.2,27,21,469,16.2,360,0.1,2,2.4,53,5.4,120,"Ketzin/Havel, Stadt",10,63148,,,1.3,28,1.5,34,0.2,4,39.8,888,10,LT14,63148,100,LT14,40.61041292639138,33,2229,,,,,,2262,5570,both,8.1
Zweistimme,12063189,amtsfreie Gemeinde,Milower Land,3655,3278.0,377.0,0.0,2389.0,65.4,52,2337.0,662.0,28.3,396,16.9,241,10.3,646,27.6,137,5.9,105,4.5,16,0.7,87,3.7,7,0.3,36,1.5,4,0.2,12063189,10.9,202,2.8,51,26.1,482,19.9,369,0.2,3,1.1,21,2.8,52,Milower Land,11,63189,,,3.6,66,1.1,21,0.2,4,31.3,579,11,LT14,63189,100,LT14,49.51200211026114,27,1850,,,,,,1877,3791,both,16.700000000000003
Zweistimme,12063208,amtsfreie Gemeinde,"Nauen, Stadt",14386,12735.0,1651.0,0.0,7506.0,52.2,106,7400.0,2139.0,28.9,976,13.2,637,8.6,2048,27.7,673,9.1,319,4.3,46,0.6,258,3.5,39,0.5,235,3.2,30,0.4,12063208,12.6,658,1.9,98,19.2,1001,18,938,0.1,7,0.9,45,4.7,247,"Nauen, Stadt",27,63208,,,2.9,150,1.7,87,0.2,10,37.7,1963,27,LT14,63208,100,LT14,36.97807568775311,92,5204,,,,,,5296,14322,both,15.1
Zweistimme,12063244,amtsfreie Gemeinde,"Premnitz, Stadt",7192,6286.0,906.0,0.0,4215.0,58.6,49,4166.0,1323.0,31.8,614,14.7,631,15.1,920,22.1,241,5.8,175,4.2,20,0.5,128,3.1,15,0.4,85,2,14,0.3,12063244,10.2,340,0.9,31,20.6,685,26.7,887,0.1,3,1.3,44,1.8,61,"Premnitz, Stadt",8,63244,,,2.5,82,1,34,0.2,7,34.5,1145,8,LT14,63244,100,LT14,45.29467042556048,55,3319,,,,,,3374,7449,both,11.900000000000002
Zweistimme,12063252,amtsfreie Gemeinde,"Rathenow, Stadt",20478,17569.0,2909.0,0.0,11165.0,54.5,128,11037.0,2789.0,25.3,1733,15.7,1687,15.3,2909,26.4,786,7.1,354,3.2,110,1,386,3.5,36,0.3,236,2.1,11,0.1,12063252,11.5,1006,1.3,116,22.4,1962,27.6,2416,0.1,7,1.4,124,3,264,"Rathenow, Stadt",29,63252,,,2.8,246,1.1,93,0.3,24,28.4,2488,29,LT14,63252,100,LT14,41.85507520575158,103,8746,,,,,,8849,21142,both,14.899999999999999
Zweistimme,12063273,amtsfreie Gemeinde,Schönwalde-Glien,8080,6671.0,1409.0,0.0,5867.0,72.6,106,5761.0,1275.0,22.1,1310,22.7,360,6.2,1213,21.1,886,15.4,179,3.1,31,0.5,270,4.7,34,0.6,197,3.4,6,0.1,12063273,13.3,552,1.1,47,29.7,1231,10.4,432,0.3,14,1.2,49,11,455,Schönwalde-Glien,12,63273,,,1.8,74,1.4,59,0.2,8,29.5,1224,12,LT14,63273,100,LT14,54.28829759752002,58,4145,,,,,,4203,7742,both,7.800000000000001
Zweistimme,12063357,amtsfreie Gemeinde,Wustermark,7673,6676.0,997.0,0.0,4599.0,59.9,47,4552.0,1028.0,22.6,762,16.7,538,11.8,1030,22.6,570,12.5,217,4.8,32,0.7,187,4.1,40,0.9,129,2.8,19,0.4,12063357,13.8,425,1.7,53,23.1,712,18.1,560,0.2,5,1.4,43,7.4,228,Wustermark,10,63357,,,2.1,64,2.2,68,0.2,7,29.8,921,10,LT14,63357,100,LT14,46.256486286137886,34,3086,,,,,,3120,6745,both,8.8
Zweistimme,12063088 02,amtsangehörige Gemeinde,"Friesack, Stadt",2117,1903.0,214.0,0.0,946.0,44.7,7,939.0,264.0,28.1,119,12.7,90,9.6,303,32.3,69,7.3,27,2.9,3,0.3,39,4.2,4,0.4,20,2.1,1,0.1,12063088,15.6,107,1.2,8,20.3,140,18.2,125,0.1,1,1,7,2.5,17,"Friesack, Stadt",4,63802088,,,4.5,31,1,7,0.4,3,35.2,242,4,LT14,63802088,100,LT14,32.89902280130293,19,688,,,,,,707,2149,both,16.699999999999996
Zweistimme,12063142 02,amtsangehörige Gemeinde,Wiesenaue,640,576.0,64.0,0.0,350.0,54.7,9,341.0,103.0,30.2,53,15.5,28,8.2,84,24.6,33,9.7,12,3.5,5,1.5,12,3.5,0,0,11,3.2,0,0,12063142,13,37,1.4,4,25.4,72,14.8,42,0,0,0.7,2,4.6,13,Wiesenaue,4,63802142,,,4.9,14,1.1,3,0.4,1,33.8,96,4,LT14,63802142,100,LT14,44.274809160305345,6,284,,,,,,290,655,both,11.600000000000001
Zweistimme,12063202 02,amtsangehörige Gemeinde,Mühlenberge,621,551.0,70.0,0.0,332.0,53.5,2,330.0,68.0,20.6,53,16.1,32,9.7,105,31.8,37,11.2,10,3,2,0.6,7,2.1,2,0.6,13,3.9,1,0.3,12063202,10.6,28,1.1,3,20.8,55,19.6,52,0,0,0.4,1,5.7,15,Mühlenberge,3,63802202,,,3.8,10,1.5,4,0,0,36.6,97,3,LT14,63802202,100,LT14,41.95046439628483,6,265,,,,,,271,646,both,21.200000000000003
Zweistimme,12063228 02,amtsangehörige Gemeinde,Paulinenaue,1117,975.0,142.0,0.0,565.0,50.6,4,561.0,189.0,33.7,65,11.6,47,8.4,155,27.6,41,7.3,25,4.5,2,0.4,17,3,4,0.7,15,2.7,1,0.2,12063228,15.1,65,0.9,4,18.6,80,15.6,67,0.2,1,0.9,4,6.5,28,Paulinenaue,2,63802228,,,1.9,8,1.2,5,0.5,2,38.6,166,2,LT14,63802228,100,LT14,41.220657276995304,9,430,,,,,,439,1065,both,12.500000000000002
Zweistimme,12063240 02,amtsangehörige Gemeinde,Pessin,559,497.0,62.0,0.0,264.0,47.2,7,257.0,65.0,25.3,37,14.4,34,13.2,75,29.2,18,7,15,5.8,1,0.4,3,1.2,2,0.8,7,2.7,0,0,12063240,7.5,14,1.6,3,19.3,36,20.3,38,1.1,2,0.5,1,5.9,11,Pessin,1,63802240,,,2.7,5,2.1,4,0,0,39,73,1,LT14,63802240,100,LT14,33.45132743362832,2,187,,,,,,189,565,both,21.7
Zweistimme,12063256 02,amtsangehörige Gemeinde,Retzow,427,378.0,49.0,0.0,213.0,49.9,4,209.0,72.0,34.4,17,8.1,25,12,57,27.3,14,6.7,11,5.3,0,0,3,1.4,1,0.5,9,4.3,0,0,12063256,14.5,24,1.8,3,13.9,23,15.7,26,0,0,1.2,2,2.4,4,Retzow,1,63802256,,,1.8,3,1.8,3,0,0,47,78,1,LT14,63802256,100,LT14,39.04109589041096,5,166,,,,,,171,438,both,12.8
Zweistimme,12063165 06,amtsangehörige Gemeinde,Kotzen,493,447.0,46.0,0.0,292.0,59.2,5,287.0,60.0,20.9,41,14.3,27,9.4,107,37.3,29,10.1,9,3.1,1,0.3,5,1.7,1,0.3,7,2.4,0,0,12063165,13.4,26,3.1,6,23.2,45,19.1,37,0.5,1,1,2,4.6,9,Kotzen,3,63806165,,,3.1,6,2.1,4,0,0,29.9,58,3,LT14,63806165,100,LT14,40.695296523517385,5,194,,,,,,199,489,both,23.9
Zweistimme,12063186 06,amtsangehörige Gemeinde,Märkisch Luch,1085,983.0,102.0,0.0,510.0,47,8,502.0,123.0,24.5,91,18.1,41,8.2,171,34.1,30,6,14,2.8,4,0.8,18,3.6,1,0.2,9,1.8,0,0,12063186,10.3,44,3,13,22.2,95,18.7,80,0.5,2,2.1,9,6.8,29,Märkisch Luch,4,63806186,,,3.7,16,2.8,12,0,0,29.7,127,4,LT14,63806186,100,LT14,39.94565217391305,14,427,,,,,,441,1104,both,23.8
Zweistimme,12063212 06,amtsangehörige Gemeinde,Nennhausen,1599,1406.0,193.0,0.0,842.0,52.7,16,826.0,201.0,24.3,115,13.9,82,9.9,279,33.8,61,7.4,28,3.4,6,0.7,32,3.9,1,0.1,18,2.2,3,0.4,12063212,10.9,77,1.6,11,22.5,159,21.1,149,0.3,2,1,7,4.4,31,Nennhausen,7,63806212,,,6.2,44,1.7,12,0.3,2,30,212,7,LT14,63806212,100,LT14,44.00244798041616,13,706,,,,,,719,1634,both,22.9
Zweistimme,12063293 06,amtsangehörige Gemeinde,Stechow-Ferchesar,759,655.0,104.0,0.0,411.0,54.2,3,408.0,114.0,27.9,63,15.4,67,16.4,96,23.5,20,4.9,21,5.1,5,1.2,14,3.4,1,0.2,7,1.7,0,0,12063293,8.1,27,1.2,4,19.4,65,29,97,0,0,2.7,9,3.3,11,Stechow-Ferchesar,2,63806293,,,5.4,18,1.5,5,0,0,29.6,99,2,LT14,63806293,100,LT14,45.033112582781456,5,335,,,,,,340,755,both,15.4
Zweistimme,12063094 09,amtsangehörige Gemeinde,Gollenberg,346,302.0,44.0,0.0,168.0,48.6,0,168.0,53.0,31.5,16,9.5,18,10.7,44,26.2,14,8.3,9,5.4,0,0,11,6.5,0,0,2,1.2,1,0.6,12063094,6.8,10,1.4,2,18.4,27,21.1,31,0,0,1.4,2,5.4,8,Gollenberg,2,63809094,,,1.4,2,2,3,0.7,1,41.5,61,2,LT14,63809094,100,LT14,38.144329896907216,1,147,,,,,,148,388,both,19.4
Zweistimme,12063112 09,amtsangehörige Gemeinde,Großderschau,393,354.0,39.0,0.0,220.0,56,2,218.0,60.0,27.5,29,13.3,29,13.3,59,27.1,22,10.1,4,1.8,1,0.5,8,3.7,1,0.5,5,2.3,0,0,12063112,9.5,16,0.6,1,16.1,27,21.4,36,0,0,1.2,2,6.5,11,Großderschau,1,63809112,,,1.2,2,0,0,0,0,43.5,73,1,LT14,63809112,100,LT14,41.21951219512195,1,168,,,,,,169,410,both,17.6
Zweistimme,12063134 09,amtsangehörige Gemeinde,Havelaue,751,669.0,82.0,0.0,422.0,56.2,2,420.0,101.0,24,75,17.9,38,9,96,22.9,58,13.8,7,1.7,1,0.2,35,8.3,1,0.2,8,1.9,0,0,12063134,9.8,32,0,0,24.3,79,16.3,53,0,0,5.5,18,10.2,33,Havelaue,5,63809134,,,3.7,12,1.5,5,0.6,2,28,91,5,LT14,63809134,100,LT14,42.82018111254851,6,325,,,,,,331,773,both,13.099999999999998
Zweistimme,12063161 09,amtsangehörige Gemeinde,Kleßen-Görne,305,280.0,25.0,0.0,182.0,59.7,3,179.0,42.0,23.5,28,15.6,14,7.8,68,38,9,5,7,3.9,1,0.6,7,3.9,0,0,2,1.1,1,0.6,12063161,11.3,18,0,0,27.5,44,16.9,27,0,0,0.6,1,1.9,3,Kleßen-Görne,2,63809161,,,2.5,4,1.3,2,0,0,38.1,61,2,LT14,63809161,100,LT14,53.74592833876222,5,160,,,,,,165,307,both,26.7
Zweistimme,12063260 09,amtsangehörige Gemeinde,"Rhinow, Stadt",1387,1229.0,158.0,0.0,582.0,42,6,576.0,128.0,22.2,79,13.7,74,12.8,195,33.9,31,5.4,21,3.6,5,0.9,28,4.9,2,0.3,12,2.1,1,0.2,12063260,14.2,67,0.2,1,19.9,94,24.9,118,0.4,2,1.9,9,2.5,12,"Rhinow, Stadt",1,63809260,,,2.1,10,1.7,8,0.6,3,31.5,149,1,LT14,63809260,100,LT14,33.70473537604457,11,473,,,,,,484,1436,both,19.7
Zweistimme,12063274 09,amtsangehörige Gemeinde,Seeblick,784,720.0,64.0,0.0,377.0,48.1,4,373.0,101.0,27.1,55,14.7,44,11.8,84,22.5,47,12.6,14,3.8,3,0.8,14,3.8,3,0.8,8,2.1,0,0,12063274,7.9,25,0.6,2,21.8,69,24.4,77,0.3,1,2.2,7,7,22,Seeblick,3,63809274,,,5.7,18,0.6,2,0.3,1,29.1,92,3,LT14,63809274,100,LT14,40.476190476190474,7,316,,,,,,323,798,both,14.6
Zweistimme,12064029,amtsfreie Gemeinde,"Altlandsberg, Stadt",7922,6652.0,1270.0,0.0,5094.0,64.3,44,5050.0,1360.0,26.9,621,12.3,651,12.9,1359,26.9,394,7.8,291,5.8,20,0.4,176,3.5,25,0.5,141,2.8,12,0.2,12064029,14,473,2.2,75,20,676,22.3,752,0.6,21,1.2,42,4.4,148,"Altlandsberg, Stadt",11,64029,,,1.3,45,1.2,39,0.1,5,32.5,1097,11,LT14,64029,100,LT14,44.83256730137886,41,3373,,,,,,3414,7615,both,12.899999999999999
Zweistimme,12064044,amtsfreie Gemeinde,"Bad Freienwalde (Oder), Stadt",10401,8918.0,1483.0,0.0,5540.0,53.3,67,5473.0,1254.0,22.9,723,13.2,927,16.9,1553,28.4,316,5.8,356,6.5,15,0.3,195,3.6,18,0.3,103,1.9,13,0.2,12064044,11.2,457,1.9,79,21.6,884,21.9,898,0.2,10,1.2,48,2.5,104,"Bad Freienwalde (Oder), Stadt",14,64044,,,2.2,92,1.1,46,0.4,15,35.7,1461,14,LT14,64044,100,LT14,38.68947466816227,45,4094,,,,,,4139,10698,both,17.2
Zweistimme,12064136,amtsfreie Gemeinde,Fredersdorf-Vogelsdorf,11802,9642.0,2160.0,0.0,7309.0,61.9,74,7235.0,1817.0,25.1,1128,15.6,876,12.1,1732,23.9,797,11,327,4.5,50,0.7,256,3.5,43,0.6,196,2.7,13,0.2,12064136,13.6,685,2.4,121,22.9,1154,20.9,1052,0.1,6,1.4,71,5.9,299,Fredersdorf-Vogelsdorf,11,64136,,,1.6,81,1.6,81,0.2,9,29.3,1474,11,LT14,64136,100,LT14,45.852472304782495,58,5033,,,,,,5091,11103,both,10.299999999999999
Zweistimme,12064227,amtsfreie Gemeinde,Hoppegarten,14999,12369.0,2630.0,0.0,9477.0,63.2,131,9346.0,2033.0,21.8,1352,14.5,1496,16,2002,21.4,1137,12.2,582,6.2,52,0.6,399,4.3,46,0.5,232,2.5,15,0.2,12064227,13.3,865,3.1,202,18.4,1199,28.9,1885,0.2,16,1.5,95,5.6,364,Hoppegarten,18,64227,,,1,67,1.4,91,0.3,20,26.3,1713,18,LT14,64227,100,LT14,45.13231866173042,66,6517,,,,,,6583,14586,both,8.099999999999998
Zweistimme,12064274,amtsfreie Gemeinde,Letschin,3410,3102.0,308.0,0.0,2059.0,60.4,31,2028.0,568.0,28,343,16.9,237,11.7,512,25.2,157,7.7,105,5.2,15,0.7,42,2.1,4,0.2,40,2,5,0.2,12064274,11.3,194,2.5,43,21.9,376,16.6,286,0.2,4,1.1,19,4.5,77,Letschin,12,64274,,,2.9,50,1.3,22,0.1,2,37.6,646,12,LT14,64274,100,LT14,48.86776628459603,29,1719,,,,,,1748,3577,both,13.899999999999999
Zweistimme,12064317,amtsfreie Gemeinde,"Müncheberg, Stadt",5706,4853.0,853.0,0.0,3460.0,60.6,38,3422.0,833.0,24.3,454,13.3,427,12.5,899,26.3,406,11.9,207,6,20,0.6,71,2.1,22,0.6,77,2.3,6,0.2,12064317,15,409,1.9,51,20.3,552,19.5,529,0.3,9,1.1,29,7,189,"Müncheberg, Stadt",12,64317,,,2.5,67,0.9,24,0.3,7,31.4,853,12,LT14,64317,100,LT14,48.11649808161842,40,2719,,,,,,2759,5734,both,11.3
Zweistimme,12064336,amtsfreie Gemeinde,Neuenhagen bei Berlin,15598,12817.0,2781.0,0.0,10110.0,64.8,82,10028.0,2454.0,24.5,1340,13.4,1355,13.5,1883,18.8,1300,13,793,7.9,53,0.5,422,4.2,125,1.2,278,2.8,25,0.2,12064336,11.6,846,3.5,251,19.8,1435,23.8,1732,0.2,18,1.8,129,8.9,650,Neuenhagen bei Berlin,17,64336,,,1,74,1.5,107,0.2,11,27.7,2012,17,LT14,64336,100,LT14,49.46077109733082,73,7265,,,,,,7338,14836,both,7.200000000000001
Zweistimme,12064380,amtsfreie Gemeinde,Petershagen/Eggersdorf,12791,10280.0,2511.0,0.0,8364.0,65.4,72,8292.0,2029.0,24.5,1163,14,1092,13.2,1758,21.2,999,12,534,6.4,42,0.5,370,4.5,58,0.7,229,2.8,18,0.2,12064380,14.1,869,2,123,20.9,1288,23.3,1437,0.2,12,1.5,92,6,372,Petershagen/Eggersdorf,15,64380,,,1.6,96,1.6,97,0.1,7,28.8,1775,15,LT14,64380,100,LT14,51.05947803321607,73,6168,,,,,,6241,12223,both,7.1
Zweistimme,12064428,amtsfreie Gemeinde,Rüdersdorf bei Berlin,13216,11562.0,1654.0,0.0,6672.0,50.5,152,6520.0,1771.0,27.2,1035,15.9,773,11.9,1724,26.4,475,7.3,304,4.7,31,0.5,171,2.6,31,0.5,190,2.9,15,0.2,12064428,13.1,632,2.2,108,20.7,1001,20.3,982,0.2,9,1,49,4.1,199,Rüdersdorf bei Berlin,13,64428,,,2.7,130,1.3,64,0.1,7,34.1,1647,13,LT14,64428,100,LT14,37.357544446132806,89,4828,,,,,,4917,13162,both,13.299999999999999
Zweistimme,12064448,amtsfreie Gemeinde,"Seelow, Stadt",4428,3713.0,715.0,0.0,2435.0,55,28,2407.0,632.0,26.3,332,13.8,361,15,677,28.1,127,5.3,123,5.1,14,0.6,76,3.2,4,0.2,59,2.5,2,0.1,12064448,15.1,295,1.7,33,18.5,362,24.3,474,0.4,7,1.3,25,2.3,44,"Seelow, Stadt",6,64448,,,3.5,68,0.7,14,0.3,5,32.1,626,6,LT14,64448,100,LT14,43.31817197314273,47,1953,,,,,,2000,4617,both,13.000000000000002
Zweistimme,12064472,amtsfreie Gemeinde,"Strausberg, Stadt",22120,18753.0,3367.0,0.0,12192.0,55.1,150,12042.0,3135.0,26,1302,10.8,2405,20,2568,21.3,1091,9.1,622,5.2,82,0.7,368,3.1,75,0.6,353,2.9,41,0.3,12064472,11.6,1124,1.9,181,14.7,1433,31.4,3047,0.5,52,1.2,112,4,385,"Strausberg, Stadt",29,64472,,,2,192,1.2,114,0.2,18,31.5,3061,29,LT14,64472,100,LT14,44.59428779003769,102,9719,,,,,,9821,22023,both,9.700000000000001
Zweistimme,12064512,amtsfreie Gemeinde,"Wriezen, Stadt",6134,5504.0,630.0,0.0,3159.0,51.5,30,3129.0,797.0,25.5,403,12.9,361,11.5,1062,33.9,179,5.7,119,3.8,8,0.3,132,4.2,7,0.2,59,1.9,2,0.1,12064512,11.4,262,1,24,20.7,477,15.5,357,0.1,3,4.4,102,2.4,55,"Wriezen, Stadt",13,64512,,,3.3,75,0.6,13,0.3,8,40.3,929,13,LT14,64512,100,LT14,36.93226465503693,45,2305,,,,,,2350,6363,both,22.5
Zweistimme,12064053 03,amtsangehörige Gemeinde,Beiersdorf-Freudenberg,499,459.0,40.0,0.0,280.0,56.1,4,276.0,75.0,27.2,50,18.1,25,9.1,76,27.5,19,6.9,19,6.9,3,1.1,7,2.5,0,0,2,0.7,0,0,12064053,14.1,33,1.3,3,23.1,54,15.4,36,0,0,0.4,1,3.8,9,Beiersdorf-Freudenberg,2,64803053,,,2.6,6,2.6,6,0.4,1,36.3,85,2,LT14,64803053,100,LT14,47.96747967479675,2,234,,,,,,236,492,both,13.4
