Stimmart_,"Gemeinde-
schlüssel
—
Wahlkreis-
nummer_","Land - Landkreis / kfr. Stadt - Amt - Gemeinde
—
Wahlkreis_",Name_,Wahlberechtigte insgesamt_Anzahl,Wahlberechtigte A1_,Wahlberechtigte A2_,Wahlberechtigte A3_,Wähler_,"Wahl-
beteiligung_%",Ungültige Stimmen_Anzahl,"Gültige
Stimmen_",SPD_,SPD_%_2019,CDU_Anzahl_2019,CDU_%_2019,DIE LINKE_Anzahl_2019,DIE LINKE_%_2019,AfD_Anzahl_2019,AfD_%_2019,GRÜNE/B 90_Anzahl_2019,GRÜNE/B 90_%_2019,BVB / FREIE WÄHLER_Anzahl_2019,BVB / FREIE WÄHLER_%_2019,PIRATEN_Anzahl_2019,PIRATEN_%_2019,FDP_Anzahl_2019,FDP_%_2019,ÖDP_Anzahl,ÖDP_%,Tierschutzpartei_Anzahl,Tierschutzpartei_%,V-Partei³_Anzahl,V-Partei³_%,AGS,AfD_%_2014,AfD_Anzahl_2014,BVB / FREIE WÄHLER_%_2014,BVB / FREIE WÄHLER_Anzahl_2014,CDU_%_2014,CDU_Anzahl_2014,DIE LINKE_%_2014,DIE LINKE_Anzahl_2014,DKP_%,DKP_Anzahl,FDP_%_2014,FDP_Anzahl_2014,GRÜNE/B 90_%_2014,GRÜNE/B 90_Anzahl_2014,Gemeindename_,Gemeindename_gesamt,Gemeindenummer_,Gültige Stimmen_%,Gültige Stimmen_Anzahl,NPD_%,NPD_Anzahl,PIRATEN_%_2014,PIRATEN_Anzahl_2014,REP_%,REP_Anzahl,SPD_%_2014,SPD_Anzahl,Unnamed: 2_ausgezählt,Unnamed: 32_,Unnamed: 33_,Unnamed: 3_%,Unnamed: 4_,Unnamed: 7_%,Unnamed: 8_Anzahl,Unnamed: 9_,Verwaltungsbezik,Wahlberechtigte_%,Wahlberechtigte_Anzahl,Wähler_%,Wähler_Anzahl,Wähler_Anzahl_,Wähler_Anzahl_Anzahl,_merge,diff_afd
Zweistimme,12065301 02,amtsangehörige Gemeinde,Sonnenberg,731,646.0,85.0,0.0,369.0,50.5,7,362.0,86.0,23.8,60,16.6,24,6.6,135,37.3,14,3.9,12,3.3,5,1.4,8,2.2,3,0.8,13,3.6,2,0.6,12065301,9.7,30,2.3,7,31.4,97,13.6,42,0,0,1.6,5,2.6,8,Sonnenberg,5,65802301,,,5.2,16,0.6,2,0.3,1,32.7,101,5,LT14,65802301,100,LT14,43.878954607977995,10,309,,,,,,319,727,both,27.599999999999998
Zweistimme,12065310 02,amtsangehörige Gemeinde,Stechlin,1029,877.0,152.0,0.0,544.0,52.9,5,539.0,150.0,27.8,90,16.7,67,12.4,116,21.5,63,11.7,13,2.4,3,0.6,17,3.2,6,1.1,14,2.6,0,0,12065310,9.3,43,0.7,3,26.2,121,17.4,80,0,0,1.1,5,5.6,26,Stechlin,3,65802310,,,3.9,18,1.3,6,0,0,34.5,159,3,LT14,65802310,100,LT14,44.09820585457979,6,461,,,,,,467,1059,both,12.2
Zweistimme,12066052,amtsfreie Gemeinde,"Calau, Stadt",6728,5903.0,825.0,0.0,4158.0,61.8,43,4115.0,1139.0,27.7,716,17.4,496,12.1,1013,24.6,252,6.1,139,3.4,37,0.9,171,4.2,28,0.7,116,2.8,8,0.2,12066052,8.9,328,1.5,55,26.4,973,18.3,675,0.2,6,1.1,39,3.6,132,"Calau, Stadt",20,66052,,,3.9,144,1.3,48,0.2,7,34.8,1282,20,LT14,66052,100,LT14,53.09132161089053,55,3689,,,,,,3744,7052,both,15.700000000000001
Zweistimme,12066112,amtsfreie Gemeinde,"Großräschen, Stadt",7354,6406.0,948.0,0.0,4154.0,56.5,55,4099.0,1442.0,35.2,491,12,378,9.2,1210,29.5,144,3.5,174,4.2,23,0.6,110,2.7,6,0.1,117,2.9,4,0.1,12066112,11.3,390,1.4,48,21.5,742,15.7,542,0.1,3,0.7,24,2.7,92,"Großräschen, Stadt",14,66112,,,3.6,124,0.8,26,0.4,14,42,1454,14,LT14,66112,100,LT14,45.0518499551914,60,3459,,,,,,3519,7811,both,18.2
Zweistimme,12066176,amtsfreie Gemeinde,"Lauchhammer, Stadt",12679,11026.0,1653.0,0.0,6782.0,53.5,104,6678.0,1531.0,22.9,1156,17.3,694,10.4,2313,34.6,221,3.3,230,3.4,49,0.7,284,4.3,28,0.4,152,2.3,20,0.3,12066176,13.6,742,1.1,59,25.5,1392,19.8,1081,0.1,7,1.1,59,2,111,"Lauchhammer, Stadt",17,66176,,,3.9,211,1.1,58,0.1,7,31.8,1734,17,LT14,66176,100,LT14,40.78019394651778,90,5461,,,,,,5551,13612,both,21.0
Zweistimme,12066196,amtsfreie Gemeinde,"Lübbenau/Spreewald, Stadt",13498,11956.0,1542.0,0.0,8284.0,61.4,100,8184.0,2535.0,31,1351,16.5,802,9.8,2194,26.8,408,5,282,3.4,40,0.5,340,4.2,32,0.4,187,2.3,13,0.2,12066196,12.4,893,1.1,81,25,1795,17.1,1226,0.2,11,1,70,2.4,175,"Lübbenau/Spreewald, Stadt",25,66196,,,2.2,156,0.8,54,0.4,27,37.5,2691,25,LT14,66196,100,LT14,51.433615819209045,104,7179,,,,,,7283,14160,both,14.4
Zweistimme,12066285,amtsfreie Gemeinde,Schipkau,5767,5094.0,673.0,0.0,3533.0,61.3,72,3461.0,826.0,23.9,540,15.6,370,10.7,1265,36.6,111,3.2,109,3.1,19,0.5,116,3.4,11,0.3,86,2.5,8,0.2,12066285,14.1,397,1.3,38,21.8,616,17.7,500,0.1,3,1.2,34,2.4,67,Schipkau,9,66285,,,4,112,0.9,25,0.3,8,36.2,1022,9,LT14,66285,100,LT14,47.779810410776655,51,2822,,,,,,2873,6013,both,22.5
Zweistimme,12066296,amtsfreie Gemeinde,"Schwarzheide, Stadt",4835,4179.0,656.0,0.0,2784.0,57.6,42,2742.0,747.0,27.2,425,15.5,248,9,898,32.7,94,3.4,107,3.9,19,0.7,124,4.5,11,0.4,57,2.1,12,0.4,12066296,11.9,260,1.8,40,25.6,558,16.2,354,0.2,4,2,43,1.6,35,"Schwarzheide, Stadt",6,66296,,,3.5,77,1.4,30,0.2,5,35.5,775,6,LT14,66296,100,LT14,44.100618886005186,28,2181,,,,,,2209,5009,both,20.800000000000004
Zweistimme,12066304,amtsfreie Gemeinde,"Senftenberg, Stadt",20248,17582.0,2666.0,0.0,11190.0,55.3,145,11045.0,2945.0,26.7,1574,14.3,1219,11,3251,29.4,557,5,605,5.5,95,0.9,444,4,44,0.4,254,2.3,57,0.5,12066304,10.5,1103,3.3,342,20.3,2132,18.4,1934,0.2,17,0.7,71,2.8,290,"Senftenberg, Stadt",24,66304,,,1.9,203,1.2,127,0.3,30,40.5,4257,24,LT14,66304,100,LT14,49.73601333827343,233,10506,,,,,,10739,21592,both,18.9
Zweistimme,12066320,amtsfreie Gemeinde,"Vetschau/Spreewald, Stadt",6745,6065.0,680.0,0.0,4282.0,63.5,65,4217.0,1269.0,30.1,656,15.6,357,8.5,1242,29.5,236,5.6,167,4,23,0.5,160,3.8,25,0.6,76,1.8,6,0.1,12066320,12.5,466,0.8,31,22.9,853,14.9,555,0.2,6,1.2,43,4.8,178,"Vetschau/Spreewald, Stadt",18,66320,,,2.6,97,1.2,46,0.2,7,38.7,1441,18,LT14,66320,100,LT14,51.9648255015114,59,3723,,,,,,3782,7278,both,17.0
Zweistimme,12066008 01,amtsangehörige Gemeinde,Altdöbern,2065,1700.0,365.0,0.0,901.0,43.6,13,888.0,298.0,33.6,115,13,88,9.9,258,29.1,40,4.5,28,3.2,9,1,26,2.9,3,0.3,19,2.1,4,0.5,12066008,12,99,2.1,17,21.6,179,16.4,136,0.2,2,1,8,2.3,19,Altdöbern,4,66801008,,,2.7,22,0.8,7,0.2,2,40.6,336,4,LT14,66801008,100,LT14,37.52220248667851,18,827,,,,,,845,2252,both,17.1
Zweistimme,12066041 01,amtsangehörige Gemeinde,Bronkow,502,462.0,40.0,0.0,310.0,61.8,5,305.0,61.0,20,65,21.3,35,11.5,93,30.5,15,4.9,9,3,2,0.7,17,5.6,2,0.7,6,2,0,0,12066041,13.8,36,1.2,3,24.2,63,21.9,57,0,0,1.2,3,5,13,Bronkow,3,66801041,,,1.5,4,0.8,2,0,0,30.4,79,3,LT14,66801041,100,LT14,49.43396226415094,2,260,,,,,,262,530,both,16.7
Zweistimme,12066202 01,amtsangehörige Gemeinde,Luckaitztal,696,626.0,70.0,0.0,416.0,59.8,3,413.0,117.0,28.3,76,18.4,45,10.9,111,26.9,20,4.8,13,3.1,5,1.2,13,3.1,4,1,8,1.9,1,0.2,12066202,11.9,46,1.3,5,19.8,77,16.8,65,0,0,0.3,1,2.1,8,Luckaitztal,4,66801202,,,3.6,14,1,4,0.3,1,43,167,4,LT14,66801202,100,LT14,52.603471295060075,6,388,,,,,,394,749,both,14.999999999999998
Zweistimme,12066226 01,amtsangehörige Gemeinde,Neu-Seeland,524,493.0,31.0,0.0,343.0,65.5,6,337.0,86.0,25.5,45,13.4,38,11.3,90,26.7,25,7.4,21,6.2,2,0.6,14,4.2,5,1.5,11,3.3,0,0,12066226,14.2,40,1.1,3,19.9,56,14.2,40,0,0,1.1,3,6.8,19,Neu-Seeland,5,66801226,,,1.4,4,1.1,3,0,0,40.2,113,5,LT14,66801226,100,LT14,53.06122448979592,5,281,,,,,,286,539,both,12.5
Zweistimme,12066228 01,amtsangehörige Gemeinde,Neupetershain,1035,904.0,131.0,0.0,466.0,45,7,459.0,90.0,19.6,82,17.9,38,8.3,169,36.8,16,3.5,29,6.3,2,0.4,17,3.7,1,0.2,15,3.3,0,0,12066228,14.3,57,3.5,14,21.1,84,14,56,0,0,0.3,1,4.8,19,Neupetershain,2,66801228,,,3.8,15,0.8,3,0,0,37.6,150,2,LT14,66801228,100,LT14,36.306306306306304,4,399,,,,,,403,1110,both,22.499999999999996
Zweistimme,12066064 06,amtsangehörige Gemeinde,Frauendorf,591,521.0,70.0,0.0,375.0,63.5,3,372.0,83.0,22.3,75,20.2,23,6.2,137,36.8,9,2.4,13,3.5,2,0.5,20,5.4,0,0,9,2.4,1,0.3,12066064,9.4,28,1,3,43.1,128,10.8,32,0,0,0.3,1,1,3,Frauendorf,1,66806064,,,4.7,14,0.3,1,0.7,2,28.6,85,1,LT14,66806064,100,LT14,48.949919224555735,6,297,,,,,,303,619,both,27.4
Zweistimme,12066104 06,amtsangehörige Gemeinde,Großkmehlen,927,808.0,119.0,0.0,529.0,57.1,5,524.0,108.0,20.6,108,20.6,19,3.6,232,44.3,24,4.6,9,1.7,1,0.2,15,2.9,1,0.2,7,1.3,0,0,12066104,16.1,70,1.8,8,33.3,145,8.3,36,0.5,2,0.7,3,2.8,12,Großkmehlen,3,66806104,,,3.9,17,1.1,5,0,0,31.7,138,3,LT14,66806104,100,LT14,46.835443037974684,8,436,,,,,,444,948,both,28.199999999999996
Zweistimme,12066168 06,amtsangehörige Gemeinde,Kroppen,594,517.0,77.0,0.0,365.0,61.4,2,363.0,54.0,14.9,118,32.5,12,3.3,111,30.6,16,4.4,22,6.1,2,0.6,22,6.1,1,0.3,3,0.8,2,0.6,12066168,16.1,54,3.3,11,40.2,135,10.1,34,0,0,1.5,5,0.3,1,Kroppen,1,66806168,,,5.1,17,1.5,5,0.3,1,21.7,73,1,LT14,66806168,100,LT14,56.40599001663894,3,336,,,,,,339,601,both,14.5
Zweistimme,12066188 06,amtsangehörige Gemeinde,Lindenau,632,549.0,83.0,0.0,366.0,57.9,6,360.0,55.0,15.3,66,18.3,24,6.7,163,45.3,9,2.5,19,5.3,4,1.1,14,3.9,2,0.6,3,0.8,1,0.3,12066188,11.1,35,2.5,8,39.8,125,10.5,33,0,0,0.3,1,1.3,4,Lindenau,1,66806188,,,5.1,16,0.6,2,0.3,1,28.3,89,1,LT14,66806188,100,LT14,51.04333868378812,4,314,,,,,,318,623,both,34.199999999999996
Zweistimme,12066240 06,amtsangehörige Gemeinde,"Ortrand, Stadt",1785,1471.0,314.0,0.0,874.0,49,7,867.0,158.0,18.2,230,26.5,38,4.4,337,38.9,30,3.5,19,2.2,4,0.5,33,3.8,3,0.3,10,1.2,5,0.6,12066240,11.9,87,1.5,11,38.9,284,11,80,0.1,1,2.9,21,3,22,"Ortrand, Stadt",2,66806240,,,3.2,23,1.5,11,0,0,26,190,2,LT14,66806240,100,LT14,39.050131926121374,10,730,,,,,,740,1895,both,27.0
Zweistimme,12066316 06,amtsangehörige Gemeinde,Tettau,668,591.0,77.0,0.0,378.0,56.6,7,371.0,77.0,20.8,71,19.1,14,3.8,160,43.1,6,1.6,9,2.4,2,0.5,27,7.3,3,0.8,1,0.3,1,0.3,12066316,11.5,32,1.4,4,43.4,121,9.7,27,0,0,2.9,8,0.7,2,Tettau,1,66806316,,,2.9,8,0.7,2,0.4,1,26.5,74,1,LT14,66806316,100,LT14,40.86330935251799,5,279,,,,,,284,695,both,31.6
Zweistimme,12066116 07,amtsangehörige Gemeinde,Grünewald,464,440.0,24.0,0.0,315.0,67.9,3,312.0,68.0,21.8,38,12.2,15,4.8,143,45.8,6,1.9,9,2.9,1,0.3,25,8,2,0.6,5,1.6,0,0,12066116,16,41,1.2,3,21.1,54,11.7,30,0,0,0.8,2,3.5,9,Grünewald,2,66807116,,,15.6,40,1.6,4,0,0,28.5,73,2,LT14,66807116,100,LT14,53.71900826446281,4,256,,,,,,260,484,both,29.799999999999997
Zweistimme,12066120 07,amtsangehörige Gemeinde,Guteborn,458,390.0,68.0,0.0,260.0,56.8,1,259.0,49.0,18.9,51,19.7,22,8.5,104,40.2,11,4.2,7,2.7,0,0,11,4.2,1,0.4,3,1.2,0,0,12066120,17.7,38,0,0,33.5,72,14.4,31,0,0,0,0,0.5,1,Guteborn,1,66807120,,,4.2,9,0,0,0,0,29.8,64,1,LT14,66807120,100,LT14,45.54865424430642,5,215,,,,,,220,483,both,22.500000000000004
Zweistimme,12066124 07,amtsangehörige Gemeinde,Hermsdorf,677,575.0,102.0,0.0,386.0,57,5,381.0,88.0,23.1,82,21.5,22,5.8,146,38.3,9,2.4,9,2.4,2,0.5,15,3.9,1,0.3,5,1.3,2,0.5,12066124,9.3,33,0.6,2,41.4,146,7.6,27,0,0,0.8,3,0.6,2,Hermsdorf,3,66807124,,,5.7,20,0.6,2,0.3,1,33.1,117,3,LT14,66807124,100,LT14,50.857142857142854,3,353,,,,,,356,700,both,28.999999999999996
Zweistimme,12066132 07,amtsangehörige Gemeinde,Hohenbocka,829,716.0,113.0,0.0,458.0,55.2,14,444.0,76.0,17.1,77,17.3,27,6.1,199,44.8,16,3.6,15,3.4,0,0,23,5.2,1,0.2,9,2,1,0.2,12066132,15.5,60,1.8,7,32.9,127,11.9,46,0.3,1,1.3,5,2.8,11,Hohenbocka,1,66807132,,,9.1,35,1,4,0,0,23.3,90,1,LT14,66807132,100,LT14,45.22144522144522,2,386,,,,,,388,858,both,29.299999999999997
Zweistimme,12066272 07,amtsangehörige Gemeinde,"Ruhland, Stadt",3182,2550.0,632.0,0.0,1404.0,44.1,19,1385.0,339.0,24.5,257,18.6,93,6.7,470,33.9,59,4.3,51,3.7,5,0.4,70,5.1,9,0.6,32,2.3,0,0,12066272,12.2,142,0.9,11,31.9,370,12.7,147,0.1,1,1.3,15,1.6,18,"Ruhland, Stadt",3,66807272,,,3.9,45,1.5,17,0.2,2,33.9,393,3,LT14,66807272,100,LT14,36.095764272559855,15,1161,,,,,,1176,3258,both,21.7
Zweistimme,12066292 07,amtsangehörige Gemeinde,Schwarzbach,583,524.0,59.0,0.0,389.0,66.7,9,380.0,75.0,19.7,81,21.3,23,6.1,154,40.5,12,3.2,10,2.6,3,0.8,13,3.4,3,0.8,6,1.6,0,0,12066292,11.8,39,1.2,4,32.7,108,11.8,39,0,0,0.9,3,3.3,11,Schwarzbach,2,66807292,,,6.7,22,1.2,4,0.3,1,30,99,2,LT14,66807292,100,LT14,56.093489148580964,6,330,,,,,,336,599,both,28.7
Zweistimme,12067036,amtsfreie Gemeinde,"Beeskow, Stadt",6765,5610.0,1155.0,0.0,3947.0,58.3,62,3885.0,1025.0,26.4,589,15.2,418,10.8,1078,27.7,279,7.2,209,5.4,24,0.6,138,3.6,25,0.6,94,2.4,6,0.2,12067036,13.3,438,2.2,71,22.2,730,18.1,594,0.2,8,1.7,57,4.4,146,"Beeskow, Stadt",13,67036,,,3.4,113,1.5,50,0.2,7,32.6,1070,13,LT14,67036,100,LT14,48.42977609770282,47,3284,,,,,,3331,6878,both,14.399999999999999
Zweistimme,12067120,amtsfreie Gemeinde,"Eisenhüttenstadt, Stadt",21484,19194.0,2290.0,0.0,11060.0,51.5,178,10882.0,3025.0,27.8,1400,12.9,1267,11.6,3268,30,510,4.7,556,5.1,99,0.9,351,3.2,60,0.6,326,3,20,0.2,12067120,21.3,2078,3.5,344,17.4,1692,19.6,1914,0.2,15,0.9,85,2.3,224,"Eisenhüttenstadt, Stadt",16,67120,,,3.8,373,1.7,161,0.6,55,28.8,2806,16,LT14,67120,100,LT14,41.93643692229772,189,9747,,,,,,9936,23693,both,8.7
Zweistimme,12067124,amtsfreie Gemeinde,"Erkner, Stadt",10100,8400.0,1700.0,0.0,5808.0,57.5,52,5756.0,1574.0,27.3,586,10.2,957,16.6,1251,21.7,579,10.1,360,6.3,30,0.5,178,3.1,51,0.9,168,2.9,22,0.4,12067124,10.9,499,5.1,233,14.9,685,27,1239,0.3,13,1.1,51,5.2,239,"Erkner, Stadt",11,67124,,,2.2,99,1.4,65,0.2,7,31.7,1452,11,LT14,67124,100,LT14,45.96598773976666,67,4582,,,,,,4649,10114,both,10.799999999999999
Zweistimme,12067137,amtsfreie Gemeinde,"Friedland, Stadt",2579,2361.0,218.0,0.0,1849.0,71.7,24,1825.0,452.0,24.8,349,19.1,150,8.2,549,30.1,109,6,91,5,17,0.9,54,3,8,0.4,43,2.4,3,0.2,12067137,16.5,262,1.1,17,27.3,434,14.7,233,0.3,4,1.8,28,3.7,59,"Friedland, Stadt",17,67137,,,3.5,56,1.6,26,0.2,3,29.3,465,17,LT14,67137,100,LT14,59.76287513894035,26,1587,,,,,,1613,2699,both,13.600000000000001
Zweistimme,12067144,amtsfreie Gemeinde,"Fürstenwalde/Spree, Stadt",25779,22419.0,3360.0,0.0,12980.0,50.4,152,12828.0,2887.0,22.5,1651,12.9,1493,11.6,3432,26.8,1126,8.8,1089,8.5,95,0.7,527,4.1,78,0.6,426,3.3,24,0.2,12067144,14.7,1501,2.3,235,20.1,2043,20.6,2093,0.2,25,1.9,191,5.4,547,"Fürstenwalde/Spree, Stadt",32,67144,,,4.3,438,1.7,175,0.2,22,28.6,2909,32,LT14,67144,100,LT14,39.28408745824476,170,10179,,,,,,10349,26344,both,12.100000000000001
Zweistimme,12067201,amtsfreie Gemeinde,Grünheide (Mark),7284,5856.0,1428.0,0.0,4915.0,67.5,87,4828.0,1243.0,25.7,628,13,604,12.5,1096,22.7,476,9.9,298,6.2,37,0.8,200,4.1,88,1.8,143,3,15,0.3,12067201,13.6,478,2.9,101,18.1,634,22.3,782,0.1,5,1.6,55,6.5,228,Grünheide (Mark),11,67201,,,2.1,72,1.4,49,0.1,2,31.3,1097,11,LT14,67201,100,LT14,51.01191330558347,51,3503,,,,,,3554,6967,both,9.1
Zweistimme,12067426,amtsfreie Gemeinde,Rietz-Neuendorf,3535,3126.0,409.0,0.0,2320.0,65.6,22,2298.0,547.0,23.8,334,14.5,231,10.1,674,29.3,170,7.4,142,6.2,16,0.7,100,4.4,11,0.5,69,3,4,0.2,12067426,16.1,307,3.5,67,22.3,427,16.3,312,0.2,4,1.5,28,5.5,105,Rietz-Neuendorf,15,67426,,,4.7,89,1.5,28,0.1,1,28.4,543,15,LT14,67426,100,LT14,53.748271092669434,32,1911,,,,,,1943,3615,both,13.2
Zweistimme,12067440,amtsfreie Gemeinde,Schöneiche bei Berlin,10765,8722.0,2043.0,0.0,7172.0,66.6,61,7111.0,1653.0,23.2,838,11.8,982,13.8,1263,17.8,1034,14.5,838,11.8,39,0.5,248,3.5,44,0.6,146,2.1,26,0.4,12067440,10.9,588,7.6,408,17,916,22,1183,0.4,24,1.4,74,9.1,490,Schöneiche bei Berlin,11,67440,,,1.6,87,1.9,103,0.2,10,27.8,1495,11,LT14,67440,100,LT14,52.26333493512735,60,5378,,,,,,5438,10405,both,6.9
Zweistimme,12067481,amtsfreie Gemeinde,"Storkow (Mark), Stadt",7671,6667.0,1004.0,0.0,5113.0,66.7,110,5003.0,1491.0,29.8,635,12.7,499,10,1237,24.7,345,6.9,399,8,27,0.5,175,3.5,15,0.3,167,3.3,13,0.3,12067481,11.2,444,8.1,322,19.1,757,19,753,0.2,8,0.9,36,3.7,147,"Storkow (Mark), Stadt",20,67481,,,4.3,172,1.2,49,0.2,7,32.1,1276,20,LT14,67481,100,LT14,52.20264317180616,58,3971,,,,,,4029,7718,both,13.5
Zweistimme,12067493,amtsfreie Gemeinde,Tauche,3255,2893.0,362.0,0.0,2093.0,64.3,28,2065.0,537.0,26,317,15.4,191,9.2,621,30.1,115,5.6,114,5.5,12,0.6,83,4,11,0.5,63,3.1,1,0,12067493,14,233,2,34,24.5,409,15.8,264,0.2,3,1.1,19,4.5,75,Tauche,13,67493,,,4.7,78,1,16,0.2,3,32,534,13,LT14,67493,100,LT14,50.29550827423168,34,1668,,,,,,1702,3384,both,16.1
Zweistimme,12067544,amtsfreie Gemeinde,Woltersdorf,6890,5561.0,1329.0,0.0,4715.0,68.4,41,4674.0,1117.0,23.9,625,13.4,635,13.6,946,20.2,664,14.2,355,7.6,24,0.5,173,3.7,23,0.5,100,2.1,12,0.3,12067544,11.9,417,3.9,137,19.4,681,21.9,768,0.3,10,1.3,45,8.2,288,Woltersdorf,10,67544,,,1.5,54,1.8,64,0.2,8,29.4,1030,10,LT14,67544,100,LT14,52.84116331096197,41,3502,,,,,,3543,6705,both,8.299999999999999
Zweistimme,12067076 01,amtsangehörige Gemeinde,Brieskow-Finkenheerd,2012,1821.0,191.0,0.0,1052.0,52.3,14,1038.0,247.0,23.8,157,15.1,92,8.9,367,35.4,46,4.4,52,5,6,0.6,35,3.4,5,0.5,27,2.6,4,0.4,12067076,22.9,206,0.8,7,24.3,218,16.5,148,0,0,0.9,8,3.2,29,Brieskow-Finkenheerd,3,67801076,,,3.3,30,0.7,6,0.1,1,27.3,245,3,LT14,67801076,100,LT14,44.72532814778804,22,898,,,,,,920,2057,both,12.5
Zweistimme,12067180 01,amtsangehörige Gemeinde,Groß Lindow,1495,1294.0,201.0,0.0,775.0,51.8,4,771.0,142.0,18.4,143,18.5,67,8.7,276,35.8,39,5.1,40,5.2,2,0.3,27,3.5,3,0.4,29,3.8,3,0.4,12067180,20.1,136,1.6,11,29.4,199,15.5,105,0,0,0.4,3,2.9,20,Groß Lindow,2,67801180,,,2.7,18,1.2,8,0.1,1,26.1,177,2,LT14,67801180,100,LT14,45.72192513368984,6,678,,,,,,684,1496,both,15.699999999999996
Zweistimme,12067508 01,amtsangehörige Gemeinde,Vogelsang,643,607.0,36.0,0.0,403.0,62.7,8,395.0,92.0,23.3,73,18.5,24,6.1,140,35.4,9,2.3,26,6.6,5,1.3,15,3.8,3,0.8,7,1.8,1,0.3,12067508,25.3,73,3.1,9,24.7,71,15.6,45,0,0,1.4,4,2.1,6,Vogelsang,1,67801508,,,3.5,10,1.7,5,0.7,2,21.9,63,1,LT14,67801508,100,LT14,44.15781487101669,3,288,,,,,,291,659,both,10.099999999999998
Zweistimme,12067528 01,amtsangehörige Gemeinde,Wiesenau,1107,997.0,110.0,0.0,624.0,56.4,14,610.0,128.0,21,115,18.9,48,7.9,223,36.6,25,4.1,20,3.3,5,0.8,26,4.3,1,0.2,19,3.1,0,0,12067528,25.2,136,1.1,6,27.8,150,13.2,71,0.2,1,1.3,7,3,16,Wiesenau,1,67801528,,,4.8,26,1.3,7,0.7,4,21.3,115,1,LT14,67801528,100,LT14,48.75,7,539,,,,,,546,1120,both,11.400000000000002
Zweistimme,12067552 01,amtsangehörige Gemeinde,Ziltendorf,1293,1153.0,140.0,0.0,703.0,54.4,11,692.0,128.0,18.5,141,20.4,39,5.6,262,37.9,32,4.6,29,4.2,5,0.7,25,3.6,3,0.4,26,3.8,2,0.3,12067552,23.8,149,2.9,18,24,150,12,75,0.2,1,1.3,8,2.7,17,Ziltendorf,2,67801552,,,4.3,27,1,6,0.6,4,27.3,171,2,LT14,67801552,100,LT14,46.28279883381924,9,626,,,,,,635,1372,both,14.099999999999998
Zweistimme,12067292 05,amtsangehörige Gemeinde,Lawitz,492,448.0,44.0,0.0,306.0,62.2,2,304.0,73.0,24,32,10.5,29,9.5,109,35.9,14,4.6,26,8.6,5,1.6,8,2.6,1,0.3,6,2,1,0.3,12067292,28.1,90,4.1,13,22.2,71,12.5,40,0.3,1,0.6,2,1.6,5,Lawitz,1,67805292,,,4.1,13,1.3,4,0.6,2,24.7,79,1,LT14,67805292,100,LT14,58.791208791208796,1,320,,,,,,321,546,both,7.799999999999997
Zweistimme,12067338 05,amtsangehörige Gemeinde,Neißemünde,1390,1285.0,105.0,0.0,820.0,59,16,804.0,215.0,26.7,118,14.7,65,8.1,246,30.6,44,5.5,60,7.5,3,0.4,32,4,4,0.5,14,1.7,3,0.4,12067338,22.4,158,1,7,21.8,154,13.5,95,0.1,1,2.3,16,3.4,24,Neißemünde,4,67805338,,,5,35,0.3,2,0.6,4,29.7,210,4,LT14,67805338,100,LT14,50.20979020979021,12,706,,,,,,718,1430,both,8.200000000000003
Zweistimme,12067357 05,amtsangehörige Gemeinde,Neuzelle,3589,3141.0,448.0,0.0,2051.0,57.1,19,2032.0,494.0,24.3,380,18.7,126,6.2,646,31.8,91,4.5,111,5.5,16,0.8,90,4.4,17,0.8,56,2.8,5,0.2,12067357,23.8,439,2.3,42,25.3,466,12.8,236,0.3,6,2.3,43,2.7,49,Neuzelle,14,67805357,,,4.8,88,1.1,21,0.3,5,24.3,449,14,LT14,67805357,100,LT14,50.62061521856449,32,1844,,,,,,1876,3706,both,8.0
Zweistimme,12067040 06,amtsangehörige Gemeinde,Berkenbrück,861,746.0,115.0,0.0,454.0,52.7,0,454.0,124.0,27.3,53,11.7,40,8.8,140,30.8,33,7.3,32,7,2,0.4,12,2.6,1,0.2,17,3.7,0,0,12067040,15,56,3.8,14,19.8,74,16.4,61,0.3,1,0.5,2,5.4,20,Berkenbrück,1,67806040,,,4.6,17,1.1,4,0,0,33.2,124,1,LT14,67806040,100,LT14,43.713956170703575,6,373,,,,,,379,867,both,15.8
Zweistimme,12067072 06,amtsangehörige Gemeinde,Briesen (Mark),2400,2033.0,367.0,0.0,1152.0,48,14,1138.0,283.0,24.9,177,15.6,97,8.5,351,30.8,68,6,65,5.7,13,1.1,50,4.4,2,0.2,31,2.7,1,0.1,12067072,13.9,136,1.2,12,22.6,220,15.5,151,0.2,2,1.4,14,3.7,36,Briesen (Mark),6,67806072,,,6.3,61,1.6,16,0.2,2,33.3,325,6,LT14,67806072,100,LT14,40.854911631730374,19,975,,,,,,994,2433,both,16.9
Zweistimme,12067237 06,amtsangehörige Gemeinde,Jacobsdorf,1633,1407.0,226.0,0.0,852.0,52.2,9,843.0,180.0,21.4,128,15.2,81,9.6,290,34.4,54,6.4,43,5.1,6,0.7,37,4.4,3,0.4,21,2.5,0,0,12067237,16,118,1.4,10,28.8,212,15.5,114,0.3,2,1.1,8,2.9,21,Jacobsdorf,4,67806237,,,4.2,31,1.6,12,0.4,3,27.9,205,4,LT14,67806237,100,LT14,45.24969549330085,7,736,,,,,,743,1642,both,18.4
